Level,year,re288_state,base_state,Outs,Balls,Strikes,n_obs,run_expectancy
CPL,2025,011|1|3-1,011,1,3,1,22,2.1363636363636362
CPL,2025,011|1|3-2,011,1,3,2,31,1.2258064516129032
CPL,2025,011|2|0-0,011,2,0,0,207,0.5748792270531401
CPL,2025,011|2|0-1,011,2,0,1,95,0.5052631578947369
CPL,2025,011|2|0-2,011,2,0,2,39,0.3333333333333333
CPL,2025,011|2|1-0,011,2,1,0,90,0.6333333333333333
CPL,2025,011|2|1-1,011,2,1,1,79,0.4936708860759494
CPL,2025,011|2|1-2,011,2,1,2,64,0.53125
CPL,2025,011|2|2-0,011,2,2,0,36,0.7222222222222222
CPL,2025,011|2|2-1,011,2,2,1,51,0.5098039215686274
CPL,2025,011|2|2-2,011,2,2,2,60,0.48333333333333334
CPL,2025,011|2|3-0,011,2,3,0,10,0.5
CPL,2025,011|2|3-1,011,2,3,1,23,0.5652173913043478
CPL,2025,011|2|3-2,011,2,3,2,36,0.5833333333333334
CPL,2025,100|0|0-0,100,0,0,0,2260,1.2216814159292035
CPL,2025,100|0|0-1,100,0,0,1,893,1.076147816349384
CPL,2025,100|0|0-2,100,0,0,2,447,0.9865771812080537
CPL,2025,100|0|1-0,100,0,1,0,1011,1.358061325420376
CPL,2025,100|0|1-1,100,0,1,1,776,1.172680412371134
CPL,2025,100|0|1-2,100,0,1,2,510,0.9882352941176471
CPL,2025,100|0|2-0,100,0,2,0,383,1.6684073107049608
CPL,2025,100|0|2-1,100,0,2,1,451,1.4368070953436807
CPL,2025,100|0|2-2,100,0,2,2,499,1.1583166332665331
CPL,2025,100|0|3-0,100,0,3,0,147,1.7959183673469388
CPL,2025,100|0|3-1,100,0,3,1,233,1.609442060085837
CPL,2025,100|0|3-2,100,0,3,2,351,1.5099715099715099
CPL,2025,100|1|0-0,100,1,0,0,2588,0.6835394126738794
CPL,2025,100|1|0-1,100,1,0,1,1073,0.6328052190121156
CPL,2025,100|1|0-2,100,1,0,2,520,0.5711538461538461
CPL,2025,100|1|1-0,100,1,1,0,1095,0.7287671232876712
CPL,2025,100|1|1-1,100,1,1,1,842,0.7007125890736342
CPL,2025,100|1|1-2,100,1,1,2,672,0.6056547619047619
CPL,2025,100|1|2-0,100,1,2,0,431,0.8283062645011601
CPL,2025,100|1|2-1,100,1,2,1,529,0.7863894139886578
CPL,2025,100|1|2-2,100,1,2,2,575,0.7930434782608695
CPL,2025,100|1|3-0,100,1,3,0,151,1.0132450331125828
CPL,2025,100|1|3-1,100,1,3,1,283,0.8480565371024735
CPL,2025,100|1|3-2,100,1,3,2,384,0.8671875
CPL,2025,100|2|0-0,100,2,0,0,2519,0.2945613338626439
CPL,2025,100|2|0-1,100,2,0,1,1079,0.2428174235403151
CPL,2025,100|2|0-2,100,2,0,2,515,0.13398058252427184
CPL,2025,100|2|1-0,100,2,1,0,1043,0.3422818791946309
CPL,2025,100|2|1-1,100,2,1,1,851,0.30669800235017625
CPL,2025,100|2|1-2,100,2,1,2,683,0.2020497803806735
CPL,2025,100|2|2-0,100,2,2,0,423,0.3735224586288416
CPL,2025,100|2|2-1,100,2,2,1,514,0.36770428015564205
CPL,2025,100|2|2-2,100,2,2,2,581,0.2117039586919105
CPL,2025,100|2|3-0,100,2,3,0,158,0.37341772151898733
CPL,2025,100|2|3-1,100,2,3,1,277,0.4223826714801444
CPL,2025,100|2|3-2,100,2,3,2,451,0.29711751662971175
CPL,2025,101|0|0-0,101,0,0,0,57,1.8245614035087718
CPL,2025,101|0|0-1,101,0,0,1,32,1.625
CPL,2025,101|0|0-2,101,0,0,2,22,1.8636363636363635
CPL,2025,101|0|1-0,101,0,1,0,37,1.6756756756756757
CPL,2025,101|0|1-1,101,0,1,1,31,1.5161290322580645
CPL,2025,101|0|1-2,101,0,1,2,33,1.3333333333333333
CPL,2025,101|0|2-0,101,0,2,0,21,1.619047619047619
CPL,2025,101|0|2-1,101,0,2,1,9,1.0
CPL,2025,101|0|2-2,101,0,2,2,30,0.7666666666666667
CPL,2025,101|0|3-0,101,0,3,0,10,2.1
CPL,2025,101|0|3-1,101,0,3,1,12,1.9166666666666667
CPL,2025,101|0|3-2,101,0,3,2,16,1.4375
CPL,2025,101|1|0-0,101,1,0,0,110,1.2545454545454546
CPL,2025,101|1|0-1,101,1,0,1,57,1.2105263157894737
CPL,2025,101|1|0-2,101,1,0,2,37,0.8648648648648649
CPL,2025,101|1|1-0,101,1,1,0,69,1.2608695652173914
CPL,2025,101|1|1-1,101,1,1,1,59,1.271186440677966
CPL,2025,101|1|1-2,101,1,1,2,59,0.6440677966101694
CPL,2025,101|1|2-0,101,1,2,0,37,1.2702702702702702
CPL,2025,101|1|2-1,101,1,2,1,36,1.5
CPL,2025,101|1|2-2,101,1,2,2,50,0.88
CPL,2025,101|1|3-0,101,1,3,0,15,1.6666666666666667
CPL,2025,101|1|3-1,101,1,3,1,19,1.9473684210526316
CPL,2025,101|1|3-2,101,1,3,2,35,1.2285714285714286
CPL,2025,101|2|0-0,101,2,0,0,149,0.4966442953020134
CPL,2025,101|2|0-1,101,2,0,1,70,0.2857142857142857
CPL,2025,101|2|0-2,101,2,0,2,38,0.21052631578947367
CPL,2025,101|2|1-0,101,2,1,0,81,0.6172839506172839
CPL,2025,101|2|1-1,101,2,1,1,83,0.3614457831325301
CPL,2025,101|2|1-2,101,2,1,2,60,0.31666666666666665
CPL,2025,101|2|2-0,101,2,2,0,31,0.7419354838709677
CPL,2025,101|2|2-1,101,2,2,1,50,0.42
CPL,2025,101|2|2-2,101,2,2,2,63,0.3333333333333333
CPL,2025,101|2|3-0,101,2,3,0,22,0.9545454545454546
CPL,2025,101|2|3-1,101,2,3,1,38,0.631578947368421
CPL,2025,101|2|3-2,101,2,3,2,51,0.6078431372549019
CPL,2025,110|0|0-0,110,0,0,0,877,1.968072976054732
CPL,2025,110|0|0-1,110,0,0,1,357,1.8431372549019607
CPL,2025,110|0|0-2,110,0,0,2,173,1.4450867052023122
CPL,2025,110|0|1-0,110,0,1,0,386,2.1424870466321244
CPL,2025,110|0|1-1,110,0,1,1,307,2.0879478827361564
CPL,2025,110|0|1-2,110,0,1,2,259,1.7104247104247103
CPL,2025,110|0|2-0,110,0,2,0,151,2.3178807947019866
CPL,2025,110|0|2-1,110,0,2,1,192,2.1302083333333335
CPL,2025,110|0|2-2,110,0,2,2,250,1.96
CPL,2025,110|0|3-0,110,0,3,0,51,2.6666666666666665
CPL,2025,110|0|3-1,110,0,3,1,84,2.392857142857143
CPL,2025,110|0|3-2,110,0,3,2,140,1.9785714285714286
CPL,2025,110|1|0-0,110,1,0,0,1418,1.1720733427362482
CPL,2025,110|1|0-1,110,1,0,1,623,1.0979133226324238
CPL,2025,110|1|0-2,110,1,0,2,300,0.83
CPL,2025,110|1|1-0,110,1,1,0,576,1.2569444444444444
CPL,2025,110|1|1-1,110,1,1,1,512,1.26171875
CPL,2025,110|1|1-2,110,1,1,2,396,1.0580808080808082
CPL,2025,110|1|2-0,110,1,2,0,232,1.2844827586206897
CPL,2025,110|1|2-1,110,1,2,1,284,1.267605633802817
CPL,2025,110|1|2-2,110,1,2,2,344,1.0813953488372092
CPL,2025,110|1|3-0,110,1,3,0,88,1.625
CPL,2025,110|1|3-1,110,1,3,1,148,1.3783783783783783
CPL,2025,110|1|3-2,110,1,3,2,251,1.3545816733067728
CPL,2025,110|2|0-0,110,2,0,0,1802,0.5355160932297447
CPL,2025,110|2|0-1,110,2,0,1,793,0.46279949558638084
CPL,2025,110|2|0-2,110,2,0,2,435,0.38620689655172413
CPL,2025,110|2|1-0,110,2,1,0,754,0.596816976127321
CPL,2025,110|2|1-1,110,2,1,1,645,0.4728682170542636
CPL,2025,110|2|1-2,110,2,1,2,535,0.33457943925233646
CPL,2025,110|2|2-0,110,2,2,0,278,0.737410071942446
CPL,2025,110|2|2-1,110,2,2,1,386,0.582901554404145
CPL,2025,110|2|2-2,110,2,2,2,481,0.3970893970893971
CPL,2025,110|2|3-0,110,2,3,0,102,0.7745098039215687
CPL,2025,110|2|3-1,110,2,3,1,192,0.6510416666666666
CPL,2025,110|2|3-2,110,2,3,2,334,0.5029940119760479
CPL,2025,111|0|0-0,111,0,0,0,312,2.8846153846153846
CPL,2025,111|0|0-1,111,0,0,1,110,2.672727272727273
CPL,2025,111|0|0-2,111,0,0,2,49,2.0
CPL,2025,111|0|1-0,111,0,1,0,152,3.1315789473684212
CPL,2025,111|0|1-1,111,0,1,1,113,2.9292035398230087
CPL,2025,111|0|1-2,111,0,1,2,75,2.56
CPL,2025,111|0|2-0,111,0,2,0,68,3.3823529411764706
CPL,2025,111|0|2-1,111,0,2,1,73,3.1506849315068495
CPL,2025,111|0|2-2,111,0,2,2,64,2.828125
CPL,2025,111|0|3-0,111,0,3,0,26,3.8846153846153846
CPL,2025,111|0|3-1,111,0,3,1,40,3.775
CPL,2025,111|0|3-2,111,0,3,2,43,3.4186046511627906
CPL,2025,111|1|0-0,111,1,0,0,586,1.8890784982935154
CPL,2025,111|1|0-1,111,1,0,1,257,1.7898832684824904
CPL,2025,111|1|0-2,111,1,0,2,127,1.7086614173228347
CPL,2025,111|1|1-0,111,1,1,0,235,1.9829787234042553
CPL,2025,111|1|1-1,111,1,1,1,202,1.9207920792079207
CPL,2025,111|1|1-2,111,1,1,2,160,1.875
CPL,2025,111|1|2-0,111,1,2,0,88,2.125
CPL,2025,111|1|2-1,111,1,2,1,112,1.9910714285714286
CPL,2025,111|1|2-2,111,1,2,2,133,1.6917293233082706
CPL,2025,111|1|3-0,111,1,3,0,36,2.5555555555555554
CPL,2025,111|1|3-1,111,1,3,1,64,2.34375
CPL,2025,111|1|3-2,111,1,3,2,83,1.8433734939759037
CPL,2025,111|2|0-0,111,2,0,0,736,0.8695652173913043
CPL,2025,111|2|0-1,111,2,0,1,345,0.7188405797101449
CPL,2025,111|2|0-2,111,2,0,2,200,0.69
CPL,2025,111|2|1-0,111,2,1,0,306,0.8986928104575164
CPL,2025,111|2|1-1,111,2,1,1,267,0.5955056179775281
CPL,2025,111|2|1-2,111,2,1,2,253,0.49407114624505927
CPL,2025,111|2|2-0,111,2,2,0,120,1.2666666666666666
CPL,2025,111|2|2-1,111,2,2,1,144,0.9930555555555556
CPL,2025,111|2|2-2,111,2,2,2,200,0.585
CPL,2025,111|2|3-0,111,2,3,0,44,1.25
CPL,2025,111|2|3-1,111,2,3,1,77,1.2337662337662338
CPL,2025,111|2|3-2,111,2,3,2,107,1.0934579439252337
CPL,2026,000|0|0-0,000,0,0,0,1202,0.7470881863560732
CPL,2026,000|0|0-1,000,0,0,1,506,0.6620553359683794
CPL,2026,000|0|0-2,000,0,0,2,283,0.5335689045936396
CPL,2026,000|0|1-0,000,0,1,0,550,0.8181818181818182
CPL,2026,000|0|1-1,000,0,1,1,465,0.7397849462365591
CPL,2026,000|0|1-2,000,0,1,2,436,0.6422018348623854
CPL,2026,000|0|2-0,000,0,2,0,211,0.919431279620853
CPL,2026,000|0|2-1,000,0,2,1,258,0.813953488372093
CPL,2026,000|0|2-2,000,0,2,2,357,0.7759103641456583
CPL,2026,000|0|3-0,000,0,3,0,81,1.123456790123457
CPL,2026,000|0|3-1,000,0,3,1,136,0.9779411764705882
CPL,2026,000|0|3-2,000,0,3,2,258,0.751937984496124
CPL,2026,000|1|0-0,000,1,0,0,749,0.43391188251001334
CPL,2026,000|1|0-1,000,1,0,1,343,0.4314868804664723
CPL,2026,000|1|0-2,000,1,0,2,171,0.40350877192982454
CPL,2026,000|1|1-0,000,1,1,0,337,0.4124629080118694
CPL,2026,000|1|1-1,000,1,1,1,312,0.44551282051282054
CPL,2026,000|1|1-2,000,1,1,2,254,0.37401574803149606
CPL,2026,000|1|2-0,000,1,2,0,133,0.45112781954887216
CPL,2026,000|1|2-1,000,1,2,1,192,0.5104166666666666
CPL,2026,000|1|2-2,000,1,2,2,248,0.4032258064516129
CPL,2026,000|1|3-0,000,1,3,0,50,0.44
CPL,2026,000|1|3-1,000,1,3,1,104,0.3942307692307692
CPL,2026,000|1|3-2,000,1,3,2,195,0.3487179487179487
CPL,2026,000|2|0-0,000,2,0,0,528,0.14772727272727273
CPL,2026,000|2|0-1,000,2,0,1,238,0.13025210084033614
CPL,2026,000|2|0-2,000,2,0,2,120,0.058333333333333334
CPL,2026,000|2|1-0,000,2,1,0,232,0.17672413793103448
CPL,2026,000|2|1-1,000,2,1,1,209,0.13875598086124402
CPL,2026,000|2|1-2,000,2,1,2,182,0.04945054945054945
CPL,2026,000|2|2-0,000,2,2,0,98,0.2653061224489796
CPL,2026,000|2|2-1,000,2,2,1,142,0.2112676056338028
CPL,2026,000|2|2-2,000,2,2,2,164,0.12804878048780488
CPL,2026,000|2|3-0,000,2,3,0,37,0.35135135135135137
CPL,2026,000|2|3-1,000,2,3,1,74,0.22972972972972974
CPL,2026,000|2|3-2,000,2,3,2,114,0.21052631578947367
CPL,2026,001|0|0-0,001,0,0,0,10,2.1
CPL,2026,001|0|0-1,001,0,0,1,5,1.8
CPL,2026,001|0|0-2,001,0,0,2,6,2.0
CPL,2026,001|0|1-0,001,0,1,0,5,2.4
CPL,2026,001|0|1-1,001,0,1,1,6,2.3333333333333335
CPL,2026,001|0|1-2,001,0,1,2,7,2.2857142857142856
CPL,2026,001|0|2-1,001,0,2,1,1,2.0
CPL,2026,001|0|2-2,001,0,2,2,7,3.0
CPL,2026,001|0|3-2,001,0,3,2,3,3.6666666666666665
CPL,2026,001|1|0-0,001,1,0,0,13,1.2307692307692308
CPL,2026,001|1|0-1,001,1,0,1,8,1.25
CPL,2026,001|1|0-2,001,1,0,2,2,1.0
CPL,2026,001|1|1-0,001,1,1,0,6,1.0
CPL,2026,001|1|1-1,001,1,1,1,8,1.375
CPL,2026,001|1|1-2,001,1,1,2,5,0.8
CPL,2026,001|1|2-0,001,1,2,0,5,1.6
CPL,2026,001|1|2-1,001,1,2,1,4,1.25
CPL,2026,001|1|2-2,001,1,2,2,7,0.8571428571428571
CPL,2026,001|1|3-0,001,1,3,0,2,1.5
CPL,2026,001|1|3-1,001,1,3,1,4,2.75
CPL,2026,001|1|3-2,001,1,3,2,10,2.6
CPL,2026,001|2|0-0,001,2,0,0,16,0.25
CPL,2026,001|2|0-1,001,2,0,1,6,0.3333333333333333
CPL,2026,001|2|0-2,001,2,0,2,4,0.0
CPL,2026,001|2|1-0,001,2,1,0,12,0.25
CPL,2026,001|2|1-1,001,2,1,1,13,0.3076923076923077
CPL,2026,001|2|1-2,001,2,1,2,6,0.3333333333333333
CPL,2026,001|2|2-0,001,2,2,0,4,0.75
CPL,2026,001|2|2-1,001,2,2,1,6,0.3333333333333333
CPL,2026,001|2|2-2,001,2,2,2,7,0.2857142857142857
CPL,2026,001|2|3-0,001,2,3,0,2,1.0
CPL,2026,001|2|3-1,001,2,3,1,4,0.75
CPL,2026,001|2|3-2,001,2,3,2,6,0.3333333333333333
CPL,2026,010|0|0-0,010,0,0,0,62,1.596774193548387
CPL,2026,010|0|0-1,010,0,0,1,30,1.2
CPL,2026,010|0|0-2,010,0,0,2,15,0.8666666666666667
CPL,2026,010|0|1-0,010,0,1,0,41,1.951219512195122
CPL,2026,010|0|1-1,010,0,1,1,39,1.8717948717948718
CPL,2026,010|0|1-2,010,0,1,2,32,1.34375
CPL,2026,010|0|2-0,010,0,2,0,26,2.0384615384615383
CPL,2026,010|0|2-1,010,0,2,1,40,2.125
CPL,2026,010|0|2-2,010,0,2,2,33,1.0
CPL,2026,010|0|3-0,010,0,3,0,9,1.5555555555555556
CPL,2026,010|0|3-1,010,0,3,1,25,2.96
CPL,2026,010|0|3-2,010,0,3,2,32,2.59375
CPL,2026,010|1|0-0,010,1,0,0,129,0.751937984496124
CPL,2026,010|1|0-1,010,1,0,1,56,0.5178571428571429
CPL,2026,010|1|0-2,010,1,0,2,39,0.358974358974359
CPL,2026,010|1|1-0,010,1,1,0,66,1.0303030303030303
CPL,2026,010|1|1-1,010,1,1,1,52,0.9230769230769231
CPL,2026,010|1|1-2,010,1,1,2,56,0.48214285714285715
CPL,2026,010|1|2-0,010,1,2,0,40,0.95
CPL,2026,010|1|2-1,010,1,2,1,44,1.0227272727272727
CPL,2026,010|1|2-2,010,1,2,2,56,0.5357142857142857
CPL,2026,010|1|3-0,010,1,3,0,18,1.1111111111111112
CPL,2026,010|1|3-1,010,1,3,1,31,1.1935483870967742
CPL,2026,010|1|3-2,010,1,3,2,54,0.8148148148148148
CPL,2026,010|2|0-0,010,2,0,0,199,0.3768844221105528
CPL,2026,010|2|0-1,010,2,0,1,103,0.3106796116504854
CPL,2026,010|2|0-2,010,2,0,2,68,0.23529411764705882
CPL,2026,010|2|1-0,010,2,1,0,99,0.40404040404040403
CPL,2026,010|2|1-1,010,2,1,1,95,0.35789473684210527
CPL,2026,010|2|1-2,010,2,1,2,93,0.3548387096774194
CPL,2026,010|2|2-0,010,2,2,0,49,0.30612244897959184
CPL,2026,010|2|2-1,010,2,2,1,63,0.3492063492063492
CPL,2026,010|2|2-2,010,2,2,2,85,0.3176470588235294
CPL,2026,010|2|3-0,010,2,3,0,19,0.3157894736842105
CPL,2026,010|2|3-1,010,2,3,1,37,0.40540540540540543
CPL,2026,010|2|3-2,010,2,3,2,53,0.41509433962264153
CPL,2026,011|0|0-0,011,0,0,0,15,1.9333333333333333
CPL,2026,011|0|0-1,011,0,0,1,8,1.875
CPL,2026,011|0|0-2,011,0,0,2,6,1.6666666666666667
CPL,2026,011|0|1-0,011,0,1,0,6,1.3333333333333333
CPL,2026,011|0|1-1,011,0,1,1,5,1.6
CPL,2026,011|0|1-2,011,0,1,2,8,1.75
CPL,2026,011|0|2-0,011,0,2,0,3,0.6666666666666666
CPL,2026,011|0|2-1,011,0,2,1,3,1.0
CPL,2026,011|0|2-2,011,0,2,2,5,1.2
CPL,2026,011|0|3-0,011,0,3,0,2,1.0
CPL,2026,011|0|3-1,011,0,3,1,2,3.0
CPL,2026,011|0|3-2,011,0,3,2,4,1.0
CPL,2026,011|1|0-0,011,1,0,0,27,1.4814814814814814
CPL,2026,011|1|0-1,011,1,0,1,12,1.1666666666666667
CPL,2026,011|1|0-2,011,1,0,2,5,1.2
CPL,2026,011|1|1-0,011,1,1,0,15,1.7333333333333334
CPL,2026,011|1|1-1,011,1,1,1,10,1.4
CPL,2026,011|1|1-2,011,1,1,2,4,1.5
CPL,2026,011|1|2-0,011,1,2,0,5,2.4
CPL,2026,011|1|2-1,011,1,2,1,9,1.8888888888888888
CPL,2026,011|1|2-2,011,1,2,2,16,1.6875
CPL,2026,011|1|3-0,011,1,3,0,1,3.0
CPL,2026,011|1|3-1,011,1,3,1,3,3.0
CPL,2026,011|1|3-2,011,1,3,2,3,2.6666666666666665
CPL,2026,011|2|0-0,011,2,0,0,34,0.7352941176470589
CPL,2026,011|2|0-1,011,2,0,1,16,0.625
CPL,2026,011|2|0-2,011,2,0,2,10,0.2
CPL,2026,011|2|1-0,011,2,1,0,12,1.0
CPL,2026,011|2|1-1,011,2,1,1,12,0.9166666666666666
CPL,2026,011|2|1-2,011,2,1,2,13,0.38461538461538464
CPL,2026,011|2|2-0,011,2,2,0,5,1.2
CPL,2026,011|2|2-1,011,2,2,1,6,0.5
CPL,2026,011|2|2-2,011,2,2,2,7,0.42857142857142855
CPL,2026,011|2|3-0,011,2,3,0,3,2.0
CPL,2026,011|2|3-1,011,2,3,1,2,0.5
CPL,2026,011|2|3-2,011,2,3,2,3,0.6666666666666666
CPL,2026,100|0|0-0,100,0,0,0,433,1.2424942263279446
CPL,2026,100|0|0-1,100,0,0,1,181,1.3093922651933703
CPL,2026,100|0|0-2,100,0,0,2,90,0.8666666666666667
CPL,2026,100|0|1-0,100,0,1,0,175,1.2285714285714286
CPL,2026,100|0|1-1,100,0,1,1,143,1.2307692307692308
CPL,2026,100|0|1-2,100,0,1,2,98,0.8877551020408163
CPL,2026,100|0|2-0,100,0,2,0,63,1.492063492063492
CPL,2026,100|0|2-1,100,0,2,1,81,1.4691358024691359
CPL,2026,100|0|2-2,100,0,2,2,96,1.0
CPL,2026,100|0|3-0,100,0,3,0,28,2.0714285714285716
CPL,2026,100|0|3-1,100,0,3,1,43,1.697674418604651
CPL,2026,100|0|3-2,100,0,3,2,71,1.7464788732394365
CPL,2026,100|1|0-0,100,1,0,0,475,0.7010526315789474
CPL,2026,100|1|0-1,100,1,0,1,195,0.7025641025641025
CPL,2026,100|1|0-2,100,1,0,2,104,0.5673076923076923
CPL,2026,100|1|1-0,100,1,1,0,199,0.7537688442211056
CPL,2026,100|1|1-1,100,1,1,1,143,0.6013986013986014
CPL,2026,100|1|1-2,100,1,1,2,116,0.46551724137931033
CPL,2026,100|1|2-0,100,1,2,0,74,1.054054054054054
CPL,2026,100|1|2-1,100,1,2,1,88,1.0113636363636365
CPL,2026,100|1|2-2,100,1,2,2,104,0.6730769230769231
CPL,2026,100|1|3-0,100,1,3,0,24,1.2083333333333333
CPL,2026,100|1|3-1,100,1,3,1,43,1.0930232558139534
CPL,2026,100|1|3-2,100,1,3,2,72,1.0694444444444444
CPL,2026,100|2|0-0,100,2,0,0,508,0.30118110236220474
CPL,2026,100|2|0-1,100,2,0,1,219,0.2374429223744292
CPL,2026,100|2|0-2,100,2,0,2,123,0.1951219512195122
CPL,2026,100|2|1-0,100,2,1,0,200,0.325
CPL,2026,100|2|1-1,100,2,1,1,153,0.3660130718954248
CPL,2026,100|2|1-2,100,2,1,2,143,0.48951048951048953
CPL,2026,100|2|2-0,100,2,2,0,79,0.13924050632911392
CPL,2026,100|2|2-1,100,2,2,1,94,0.2553191489361702
CPL,2026,100|2|2-2,100,2,2,2,131,0.42748091603053434
CPL,2026,100|2|3-0,100,2,3,0,26,0.15384615384615385
CPL,2026,100|2|3-1,100,2,3,1,42,0.3333333333333333
CPL,2026,100|2|3-2,100,2,3,2,82,0.36585365853658536
CPL,2026,101|0|0-0,101,0,0,0,18,2.388888888888889
CPL,2026,101|0|0-1,101,0,0,1,12,2.6666666666666665
CPL,2026,101|0|0-2,101,0,0,2,10,1.7
CPL,2026,101|0|1-0,101,0,1,0,14,2.142857142857143
CPL,2026,101|0|1-1,101,0,1,1,10,2.0
CPL,2026,101|0|1-2,101,0,1,2,13,1.8461538461538463
CPL,2026,101|0|2-0,101,0,2,0,7,2.857142857142857
CPL,2026,101|0|2-1,101,0,2,1,10,2.3
CPL,2026,101|0|2-2,101,0,2,2,9,1.1111111111111112
CPL,2026,101|0|3-0,101,0,3,0,3,4.333333333333333
CPL,2026,101|0|3-1,101,0,3,1,7,3.0
CPL,2026,101|0|3-2,101,0,3,2,2,0.5
CPL,2026,101|1|0-0,101,1,0,0,31,1.3548387096774193
CPL,2026,101|1|0-1,101,1,0,1,15,1.0
CPL,2026,101|1|0-2,101,1,0,2,8,1.0
CPL,2026,101|1|1-0,101,1,1,0,15,1.8666666666666667
CPL,2026,101|1|1-1,101,1,1,1,15,1.3333333333333333
CPL,2026,101|1|1-2,101,1,1,2,15,1.2
CPL,2026,101|1|2-0,101,1,2,0,10,1.7
CPL,2026,101|1|2-1,101,1,2,1,12,1.4166666666666667
CPL,2026,101|1|2-2,101,1,2,2,27,1.1851851851851851
CPL,2026,101|1|3-0,101,1,3,0,6,2.3333333333333335
CPL,2026,101|1|3-1,101,1,3,1,7,1.4285714285714286
CPL,2026,101|1|3-2,101,1,3,2,11,1.8181818181818181
CPL,2026,101|2|0-0,101,2,0,0,31,0.5806451612903226
CPL,2026,101|2|0-1,101,2,0,1,16,0.625
CPL,2026,101|2|0-2,101,2,0,2,9,0.1111111111111111
CPL,2026,101|2|1-0,101,2,1,0,16,0.5
CPL,2026,101|2|1-1,101,2,1,1,24,0.8333333333333334
CPL,2026,101|2|1-2,101,2,1,2,18,0.5
CPL,2026,101|2|2-0,101,2,2,0,5,0.8
CPL,2026,101|2|2-1,101,2,2,1,14,0.5
CPL,2026,101|2|2-2,101,2,2,2,18,0.6111111111111112
CPL,2026,101|2|3-0,101,2,3,0,2,1.5
CPL,2026,101|2|3-1,101,2,3,1,7,0.8571428571428571
CPL,2026,101|2|3-2,101,2,3,2,20,0.9
CPL,2026,110|0|0-0,110,0,0,0,175,2.0285714285714285
CPL,2026,110|0|0-1,110,0,0,1,67,2.1940298507462686
CPL,2026,110|0|0-2,110,0,0,2,32,1.71875
CPL,2026,110|0|1-0,110,0,1,0,63,1.6825396825396826
CPL,2026,110|0|1-1,110,0,1,1,53,1.830188679245283
CPL,2026,110|0|1-2,110,0,1,2,42,1.880952380952381
CPL,2026,110|0|2-0,110,0,2,0,19,2.473684210526316
CPL,2026,110|0|2-1,110,0,2,1,29,1.7241379310344827
CPL,2026,110|0|2-2,110,0,2,2,39,1.9230769230769231
CPL,2026,110|0|3-0,110,0,3,0,5,2.2
CPL,2026,110|0|3-1,110,0,3,1,7,2.5714285714285716
CPL,2026,110|0|3-2,110,0,3,2,20,2.65
CPL,2026,110|1|0-0,110,1,0,0,269,1.345724907063197
CPL,2026,110|1|0-1,110,1,0,1,102,1.2647058823529411
CPL,2026,110|1|0-2,110,1,0,2,42,0.8809523809523809
CPL,2026,110|1|1-0,110,1,1,0,118,1.4830508474576272
CPL,2026,110|1|1-1,110,1,1,1,95,1.4
CPL,2026,110|1|1-2,110,1,1,2,77,1.1428571428571428
CPL,2026,110|1|2-0,110,1,2,0,36,1.8055555555555556
CPL,2026,110|1|2-1,110,1,2,1,52,1.5384615384615385
CPL,2026,110|1|2-2,110,1,2,2,66,1.0151515151515151
CPL,2026,110|1|3-0,110,1,3,0,15,2.066666666666667
CPL,2026,110|1|3-1,110,1,3,1,25,2.16
CPL,2026,110|1|3-2,110,1,3,2,40,1.225
CPL,2026,110|2|0-0,110,2,0,0,319,0.5830721003134797
CPL,2026,110|2|0-1,110,2,0,1,138,0.5869565217391305
CPL,2026,110|2|0-2,110,2,0,2,61,0.26229508196721313
CPL,2026,110|2|1-0,110,2,1,0,138,0.5217391304347826
CPL,2026,110|2|1-1,110,2,1,1,116,0.41379310344827586
CPL,2026,110|2|1-2,110,2,1,2,82,0.3048780487804878
CPL,2026,110|2|2-0,110,2,2,0,57,0.6842105263157895
CPL,2026,110|2|2-1,110,2,2,1,65,0.38461538461538464
CPL,2026,110|2|2-2,110,2,2,2,95,0.3157894736842105
CPL,2026,110|2|3-0,110,2,3,0,23,0.4782608695652174
CPL,2026,110|2|3-1,110,2,3,1,27,0.4444444444444444
CPL,2026,110|2|3-2,110,2,3,2,57,0.3157894736842105
CPL,2026,111|0|0-0,111,0,0,0,61,2.8524590163934427
CPL,2026,111|0|0-1,111,0,0,1,24,2.75
CPL,2026,111|0|0-2,111,0,0,2,13,2.1538461538461537
CPL,2026,111|0|1-0,111,0,1,0,29,2.7586206896551726
CPL,2026,111|0|1-1,111,0,1,1,17,2.5294117647058822
CPL,2026,111|0|1-2,111,0,1,2,21,2.2857142857142856
CPL,2026,111|0|2-0,111,0,2,0,16,3.0
CPL,2026,111|0|2-1,111,0,2,1,14,2.9285714285714284
CPL,2026,111|0|2-2,111,0,2,2,16,2.8125
CPL,2026,111|0|3-0,111,0,3,0,7,3.142857142857143
CPL,2026,111|0|3-1,111,0,3,1,8,3.25
CPL,2026,111|0|3-2,111,0,3,2,14,3.0714285714285716
CPL,2026,111|1|0-0,111,1,0,0,110,2.118181818181818
CPL,2026,111|1|0-1,111,1,0,1,49,1.7551020408163265
CPL,2026,111|1|0-2,111,1,0,2,27,2.1481481481481484
CPL,2026,111|1|1-0,111,1,1,0,39,2.4871794871794872
CPL,2026,111|1|1-1,111,1,1,1,38,2.210526315789474
CPL,2026,111|1|1-2,111,1,1,2,37,1.5405405405405406
CPL,2026,111|1|2-0,111,1,2,0,15,2.2
